ID,County,State,Median Price
OR - Malheur County,Malheur County,OR,188100
GA - Bibb County,Bibb County,GA,188030
IL - Woodford County,Woodford County,IL,187990
IN - Whitley County,Whitley County,IN,187980
VA - Roanoke city,Roanoke city,VA,187880
NM - Eddy County,Eddy County,NM,187740
VA - Appomattox County,Appomattox County,VA,187570
IN - Steuben County,Steuben County,IN,187560
NC - Surry County,Surry County,NC,187510
IN - Ripley County,Ripley County,IN,187440
SD - Butte County,Butte County,SD,187440
NY - Niagara County,Niagara County,NY,187390
MO - Pulaski County,Pulaski County,MO,187360
TX - Andrews County,Andrews County,TX,187310
ND - Mercer County,Mercer County,ND,187190
PA - Sullivan County,Sullivan County,PA,187190
KS - McPherson County,McPherson County,KS,187110
TX - Wharton County,Wharton County,TX,187070
TN - McMinn County,McMinn County,TN,187030
NC - Hoke County,Hoke County,NC,187010
WI - Wood County,Wood County,WI,186980
VA - Prince Edward County,Prince Edward County,VA,186910
MI - Ingham County,Ingham County,MI,186590
UT - Carbon County,Carbon County,UT,186580
VA - Campbell County,Campbell County,VA,186520
NY - Essex County,Essex County,NY,186510
MO - Callaway County,Callaway County,MO,186510
SD - Stanley County,Stanley County,SD,186500
MT - Garfield County,Garfield County,MT,186350
AL - Coffee County,Coffee County,AL,186250
ND - Ramsey County,Ramsey County,ND,186200
MN - Pennington County,Pennington County,MN,185970
KY - Mercer County,Mercer County,KY,185930
NC - Wilkes County,Wilkes County,NC,185900
IA - Black Hawk County,Black Hawk County,IA,185890
IL - Boone County,Boone County,IL,185820
OR - Grant County,Grant County,OR,185780
OR - Lake County,Lake County,OR,185780
IN - Jasper County,Jasper County,IN,185760
MO - Maries County,Maries County,MO,185720
LA - St. James Parish,St. James Parish,LA,185640
IA - Benton County,Benton County,IA,185550
TX - Yoakum County,Yoakum County,TX,185520
TX - Webb County,Webb County,TX,185460
WI - Waushara County,Waushara County,WI,185450
MT - Phillips County,Phillips County,MT,185390
TX - Upshur County,Upshur County,TX,185320
WY - Big Horn County,Big Horn County,WY,185290
ME - Franklin County,Franklin County,ME,185170
MO - Perry County,Perry County,MO,185020
PA - Columbia County,Columbia County,PA,185020
AL - Marshall County,Marshall County,AL,184950
KY - Clark County,Clark County,KY,184930
KY - Meade County,Meade County,KY,184880
NC - Chowan County,Chowan County,NC,184790
LA - East Feliciana Parish,East Feliciana Parish,LA,184740
WI - Grant County,Grant County,WI,184740
KS - Scott County,Scott County,KS,184610
WV - Hampshire County,Hampshire County,WV,184480
MN - Stevens County,Stevens County,MN,184480
MO - Taney County,Taney County,MO,184440
NC - Person County,Person County,NC,184400
KS - Finney County,Finney County,KS,184380
LA - Rapides Parish,Rapides Parish,LA,184350
NC - Alexander County,Alexander County,NC,184270
NC - Rockingham County,Rockingham County,NC,184240
TX - Wood County,Wood County,TX,184200
TX - Rains County,Rains County,TX,184080
PA - Juniata County,Juniata County,PA,183990
MN - Lyon County,Lyon County,MN,183910
TN - Stewart County,Stewart County,TN,183870
LA - Lafourche Parish,Lafourche Parish,LA,183750
MI - Otsego County,Otsego County,MI,183740
NE - Chase County,Chase County,NE,183700
MT - Dawson County,Dawson County,MT,183700
PA - Lycoming County,Lycoming County,PA,183690
MO - Lafayette County,Lafayette County,MO,183580
SD - Davison County,Davison County,SD,183460
TN - Sequatchie County,Sequatchie County,TN,183260
TX - Shackelford County,Shackelford County,TX,183240
MO - Morgan County,Morgan County,MO,183150
OR - Sherman County,Sherman County,OR,183110
MT - Toole County,Toole County,MT,183100
WI - Jackson County,Jackson County,WI,182850
NV - Lincoln County,Lincoln County,NV,182850
NY - Oneida County,Oneida County,NY,182420
ND - Bottineau County,Bottineau County,ND,182330
AL - Mobile County,Mobile County,AL,182300
IN - Putnam County,Putnam County,IN,182250
OK - Comanche County,Comanche County,OK,182190
TX - Henderson County,Henderson County,TX,182170
KY - Garrard County,Garrard County,KY,182080
NC - Randolph County,Randolph County,NC,182040
VA - Nottoway County,Nottoway County,VA,182030
KY - Christian County,Christian County,KY,182030
AR - Carroll County,Carroll County,AR,181970
OH - Ottawa County,Ottawa County,OH,181570
OH - Tuscarawas County,Tuscarawas County,OH,181500
WI - Pepin County,Pepin County,WI,181440
OH - Stark County,Stark County,OH,181430
TX - Jeff Davis County,Jeff Davis County,TX,180970
OH - Putnam County,Putnam County,OH,180930
LA - Caddo Parish,Caddo Parish,LA,180930
KY - Franklin County,Franklin County,KY,180910
NC - Gates County,Gates County,NC,180840
MO - Phelps County,Phelps County,MO,180810
KY - Boyle County,Boyle County,KY,180800
MT - Fergus County,Fergus County,MT,180700
SC - Sumter County,Sumter County,SC,180420
IA - Woodbury County,Woodbury County,IA,180400
MT - Pondera County,Pondera County,MT,180090
TN - Hamblen County,Hamblen County,TN,180090
NC - Stokes County,Stokes County,NC,180040
NE - Lincoln County,Lincoln County,NE,179900
IN - Daviess County,Daviess County,IN,179720
TN - Union County,Union County,TN,179690
MN - Todd County,Todd County,MN,179660
TX - El Paso County,El Paso County,TX,179540
IA - Iowa County,Iowa County,IA,179430
NY - Washington County,Washington County,NY,179330
MT - Big Horn County,Big Horn County,MT,179130
KY - Harrison County,Harrison County,KY,179050
IL - Jo Daviess County,Jo Daviess County,IL,178930
TX - Taylor County,Taylor County,TX,178920
AZ - Graham County,Graham County,AZ,178850
SC - Edgefield County,Edgefield County,SC,178840
KY - Simpson County,Simpson County,KY,178810
KS - Nemaha County,Nemaha County,KS,178800
AK - Dillingham Census Area,Dillingham Census Area,AK,178640
NE - Arthur County,Arthur County,NE,178630
PA - Bradford County,Bradford County,PA,178620
KS - Shawnee County,Shawnee County,KS,178610
WI - Taylor County,Taylor County,WI,178610
OK - Custer County,Custer County,OK,178560
GA - Peach County,Peach County,GA,178540
GA - Oglethorpe County,Oglethorpe County,GA,178510
UT - Emery County,Emery County,UT,178370
MO - Polk County,Polk County,MO,178190
TN - Bledsoe County,Bledsoe County,TN,178100
SC - Florence County,Florence County,SC,178100
MI - Wayne County,Wayne County,MI,178030
FL - Jefferson County,Jefferson County,FL,177950
PA - Tioga County,Tioga County,PA,177820
AR - White County,White County,AR,177730
SD - Hanson County,Hanson County,SD,177600
TX - Armstrong County,Armstrong County,TX,177490
SD - Deuel County,Deuel County,SD,177480
GA - Walker County,Walker County,GA,177480
IL - Effingham County,Effingham County,IL,177470
MO - Cooper County,Cooper County,MO,177410
WI - Douglas County,Douglas County,WI,177290
TX - Liberty County,Liberty County,TX,177290
GA - McIntosh County,McIntosh County,GA,177270
LA - St. Bernard Parish,St. Bernard Parish,LA,177270
WI - Lafayette County,Lafayette County,WI,177190
MN - Wilkin County,Wilkin County,MN,177140
IL - St. Clair County,St. Clair County,IL,177060
TN - Rhea County,Rhea County,TN,176970
WI - Adams County,Adams County,WI,176840
OH - Ross County,Ross County,OH,176820
NY - Otsego County,Otsego County,NY,176770
IN - Vanderburgh County,Vanderburgh County,IN,176760
SC - Laurens County,Laurens County,SC,176700
LA - Lincoln Parish,Lincoln Parish,LA,176680
OH - Shelby County,Shelby County,OH,176590
IA - Poweshiek County,Poweshiek County,IA,176550
KS - Jackson County,Jackson County,KS,176420
KS - Wabaunsee County,Wabaunsee County,KS,176420
IA - Washington County,Washington County,IA,176330
GA - Crawford County,Crawford County,GA,176320
TX - Martin County,Martin County,TX,176300
NC - Beaufort County,Beaufort County,NC,176160
NE - Thomas County,Thomas County,NE,176100
LA - St. John the Baptist Parish,St. John the Baptist Parish,LA,175930
ND - Divide County,Divide County,ND,175920
KS - Franklin County,Franklin County,KS,175640
IL - Piatt County,Piatt County,IL,175600
TN - Humphreys County,Humphreys County,TN,175590
IL - Ogle County,Ogle County,IL,175450
NM - San Juan County,San Juan County,NM,175420
WI - Richland County,Richland County,WI,175310
NC - Cleveland County,Cleveland County,NC,175290
OK - Grady County,Grady County,OK,175180
IL - Sangamon County,Sangamon County,IL,175170
IL - Menard County,Menard County,IL,175050
NM - Lea County,Lea County,NM,175030
NC - Yadkin County,Yadkin County,NC,175000
TX - Goliad County,Goliad County,TX,174910
SD - Turner County,Turner County,SD,174900
KY - Lyon County,Lyon County,KY,174610
OK - Woodward County,Woodward County,OK,174440
MT - Deer Lodge County,Deer Lodge County,MT,174440
NC - Wilson County,Wilson County,NC,174430
NE - Otoe County,Otoe County,NE,174370
MO - Jasper County,Jasper County,MO,174360
IA - Boone County,Boone County,IA,174250
TN - Macon County,Macon County,TN,174170
MO - Ray County,Ray County,MO,174140
KS - Gray County,Gray County,KS,174140
GA - Lincoln County,Lincoln County,GA,174070
AK - Nome Census Area,Nome Census Area,AK,174060
NE - Pierce County,Pierce County,NE,174020
WI - Shawano County,Shawano County,WI,174010
MS - Stone County,Stone County,MS,173960
ND - Foster County,Foster County,ND,173930
MS - Tate County,Tate County,MS,173860
MI - Genesee County,Genesee County,MI,173850
PA - Luzerne County,Luzerne County,PA,173640
PA - Clinton County,Clinton County,PA,173590
AR - Newton County,Newton County,AR,173490
TX - Orange County,Orange County,TX,173460
MO - Andrew County,Andrew County,MO,173310
TN - Unicoi County,Unicoi County,TN,173270
MT - Powell County,Powell County,MT,173240
AL - Houston County,Houston County,AL,173240
TX - DeWitt County,DeWitt County,TX,173190
IN - Marshall County,Marshall County,IN,173040
MN - Murray County,Murray County,MN,173010
MI - Shiawassee County,Shiawassee County,MI,172990
KY - Grant County,Grant County,KY,172960
KY - Calloway County,Calloway County,KY,172860
MN - Clearwater County,Clearwater County,MN,172780
TN - White County,White County,TN,172690
PA - Huntingdon County,Huntingdon County,PA,172560
OH - Montgomery County,Montgomery County,OH,172530
TN - Overton County,Overton County,TN,172440
OH - Athens County,Athens County,OH,172360
NE - Boone County,Boone County,NE,172290
MO - St. Francois County,St. Francois County,MO,172260
GA - Jones County,Jones County,GA,172220
MO - Montgomery County,Montgomery County,MO,172140
AR - Sebastian County,Sebastian County,AR,172130
TN - Pickett County,Pickett County,TN,172070
NE - Wayne County,Wayne County,NE,172060
MI - Cheboygan County,Cheboygan County,MI,172040
OH - Richland County,Richland County,OH,172040
MO - Carter County,Carter County,MO,171910
PA - Erie County,Erie County,PA,171840
IL - Clinton County,Clinton County,IL,171780
OH - Auglaize County,Auglaize County,OH,171670
WI - Crawford County,Crawford County,WI,171650
IN - Jefferson County,Jefferson County,IN,171540
TX - Borden County,Borden County,TX,171520
NE - Stanton County,Stanton County,NE,171370
ND - Bowman County,Bowman County,ND,171280
NV - Eureka County,Eureka County,NV,171240
IN - Decatur County,Decatur County,IN,171200
MO - Moniteau County,Moniteau County,MO,171130
ID - Shoshone County,Shoshone County,ID,171090
MN - Roseau County,Roseau County,MN,170940
TX - Archer County,Archer County,TX,170920
OH - Clinton County,Clinton County,OH,170870
KS - Wyandotte County,Wyandotte County,KS,170800
TX - Hopkins County,Hopkins County,TX,170680
KY - Pulaski County,Pulaski County,KY,170640
WI - Lincoln County,Lincoln County,WI,170470
MO - Barry County,Barry County,MO,170380
VA - Bristol city,Bristol city,VA,170250
NY - Clinton County,Clinton County,NY,170000
VA - Mecklenburg County,Mecklenburg County,VA,169940
OH - Logan County,Logan County,OH,169850
MI - Alger County,Alger County,MI,169800
IL - Madison County,Madison County,IL,169760
PA - Mercer County,Mercer County,PA,169490
NY - Schoharie County,Schoharie County,NY,169330
NE - Dodge County,Dodge County,NE,169300
WI - Forest County,Forest County,WI,169290
WV - Mineral County,Mineral County,WV,169250
NY - Delaware County,Delaware County,NY,169200
CA - Modoc County,Modoc County,CA,169160
IA - Buchanan County,Buchanan County,IA,169070
IN - Shelby County,Shelby County,IN,169040
LA - Natchitoches Parish,Natchitoches Parish,LA,168820
ND - Traill County,Traill County,ND,168740
LA - Cameron Parish,Cameron Parish,LA,168680
TX - Nacogdoches County,Nacogdoches County,TX,168640
IA - Delaware County,Delaware County,IA,168500
KY - Mason County,Mason County,KY,168420
MT - Rosebud County,Rosebud County,MT,168300
MN - Brown County,Brown County,MN,168300
TX - Roberts County,Roberts County,TX,168280
PA - Bedford County,Bedford County,PA,168220
IA - Grundy County,Grundy County,IA,168200
MN - Grant County,Grant County,MN,168190
TN - Johnson County,Johnson County,TN,168170
NY - Yates County,Yates County,NY,168060
NY - Wayne County,Wayne County,NY,168050
LA - Iberville Parish,Iberville Parish,LA,167910
OH - Champaign County,Champaign County,OH,167670
IL - Calhoun County,Calhoun County,IL,167630
TX - Jefferson County,Jefferson County,TX,167570
WI - Florence County,Florence County,WI,167530
TN - Carter County,Carter County,TN,167450
AL - Montgomery County,Montgomery County,AL,167430
MI - Hillsdale County,Hillsdale County,MI,167320
LA - Pointe Coupee Parish,Pointe Coupee Parish,LA,167240
IL - Tazewell County,Tazewell County,IL,167110
IN - Adams County,Adams County,IN,167050
MD - Somerset County,Somerset County,MD,167030
MI - Manistee County,Manistee County,MI,166960
FL - Gilchrist County,Gilchrist County,FL,166920
MS - Forrest County,Forrest County,MS,166910
AL - Cherokee County,Cherokee County,AL,166530
MO - Dallas County,Dallas County,MO,166490
IN - Howard County,Howard County,IN,166390
OK - Pottawatomie County,Pottawatomie County,OK,166310
MI - Isabella County,Isabella County,MI,166250
TX - Montague County,Montague County,TX,166130
IN - Spencer County,Spencer County,IN,166010
IN - Noble County,Noble County,IN,165900
IA - Muscatine County,Muscatine County,IA,165850
OR - Harney County,Harney County,OR,165710
TN - Hawkins County,Hawkins County,TN,165600
IA - Carroll County,Carroll County,IA,165390
MO - Miller County,Miller County,MO,165350
WV - Cabell County,Cabell County,WV,165320
NE - Phelps County,Phelps County,NE,165150
KS - Saline County,Saline County,KS,165150
PA - Northumberland County,Northumberland County,PA,165130
AK - Aleutians East Borough,Aleutians East Borough,AK,165120
IL - Jersey County,Jersey County,IL,165040
NE - Adams County,Adams County,NE,165030
MS - Pearl River County,Pearl River County,MS,165020
TX - Bosque County,Bosque County,TX,164930
NC - Rutherford County,Rutherford County,NC,164810
KS - Geary County,Geary County,KS,164730
OH - Fulton County,Fulton County,OH,164710
GA - Long County,Long County,GA,164690
OH - Hocking County,Hocking County,OH,164590
MI - Mackinac County,Mackinac County,MI,164480
OH - Brown County,Brown County,OH,164470
MN - Wadena County,Wadena County,MN,164290
IA - Allamakee County,Allamakee County,IA,164120
AR - Cleburne County,Cleburne County,AR,164060
AR - Marion County,Marion County,AR,164060
IA - Jasper County,Jasper County,IA,164010
TN - Hickman County,Hickman County,TN,163890
UT - San Juan County,San Juan County,UT,163850
SD - Grant County,Grant County,SD,163780
OH - Ashland County,Ashland County,OH,163560
MI - Calhoun County,Calhoun County,MI,163550
IA - Jones County,Jones County,IA,163540
OH - Clark County,Clark County,OH,163520
TX - Gaines County,Gaines County,TX,163260
AR - Baxter County,Baxter County,AR,163230
NC - McDowell County,McDowell County,NC,163200
NE - York County,York County,NE,163190
TX - Freestone County,Freestone County,TX,163020
OK - Roger Mills County,Roger Mills County,OK,162990
KY - Larue County,Larue County,KY,162900
MS - Lowndes County,Lowndes County,MS,162840
SC - Greenwood County,Greenwood County,SC,162790
TX - Angelina County,Angelina County,TX,162780
TX - Matagorda County,Matagorda County,TX,162780
TX - Rusk County,Rusk County,TX,162760
MI - Newaygo County,Newaygo County,MI,162700
OH - Muskingum County,Muskingum County,OH,162640
IL - Winnebago County,Winnebago County,IL,162590
TN - Grainger County,Grainger County,TN,162560
WI - Juneau County,Juneau County,WI,162460
MO - Howard County,Howard County,MO,162240
ND - Barnes County,Barnes County,ND,162220
TX - Young County,Young County,TX,162180
PA - Lawrence County,Lawrence County,PA,162050
MO - Newton County,Newton County,MO,162010
AL - Calhoun County,Calhoun County,AL,161970
NY - Livingston County,Livingston County,NY,161890
NM - San Miguel County,San Miguel County,NM,161760
KS - Thomas County,Thomas County,KS,161620
MO - Gasconade County,Gasconade County,MO,161600
TN - Houston County,Houston County,TN,161500
MN - Nobles County,Nobles County,MN,161420
KY - Gallatin County,Gallatin County,KY,161330
AL - Blount County,Blount County,AL,161110
AR - Greene County,Greene County,AR,161110
AL - Etowah County,Etowah County,AL,161000
IN - Wells County,Wells County,IN,160890
KY - Rowan County,Rowan County,KY,160720
MI - Kalkaska County,Kalkaska County,MI,160700
FL - Levy County,Levy County,FL,160650
OH - Preble County,Preble County,OH,160510
MO - Buchanan County,Buchanan County,MO,160210
OH - Carroll County,Carroll County,OH,160200
GA - Polk County,Polk County,GA,160160
GA - Schley County,Schley County,GA,160160
NV - Pershing County,Pershing County,NV,160080
TX - Bowie County,Bowie County,TX,160050
IL - LaSalle County,LaSalle County,IL,159950
OH - Washington County,Washington County,OH,159910
SD - Fall River County,Fall River County,SD,159790
GA - Dade County,Dade County,GA,159750
TX - Hardin County,Hardin County,TX,159680
OH - Allen County,Allen County,OH,159670
NE - Dakota County,Dakota County,NE,159610
IA - Jackson County,Jackson County,IA,159520
TN - Campbell County,Campbell County,TN,159490
VA - Buckingham County,Buckingham County,VA,159360
KS - Ottawa County,Ottawa County,KS,159340
NE - Merrick County,Merrick County,NE,159160
SD - Sully County,Sully County,SD,159090
MI - St. Joseph County,St. Joseph County,MI,159040
NE - Scotts Bluff County,Scotts Bluff County,NE,159040
GA - Tift County,Tift County,GA,158950
IN - Jackson County,Jackson County,IN,158870
KS - Grant County,Grant County,KS,158770
IA - Shelby County,Shelby County,IA,158710
WV - Hardy County,Hardy County,WV,158650
NH - Coos County,Coos County,NH,158610
GA - Richmond County,Richmond County,GA,158550
KY - Henry County,Henry County,KY,158520
SD - Charles Mix County,Charles Mix County,SD,158500
WI - Clark County,Clark County,WI,158450
KY - Marshall County,Marshall County,KY,158150
TN - Lawrence County,Lawrence County,TN,158100
GA - Franklin County,Franklin County,GA,158100
VT - Essex County,Essex County,VT,158090
OK - Beckham County,Beckham County,OK,157950
OH - Henry County,Henry County,OH,157840
OK - Osage County,Osage County,OK,157740
KY - Barren County,Barren County,KY,157690
TX - Kimble County,Kimble County,TX,157630
IN - Montgomery County,Montgomery County,IN,157600
IN - Owen County,Owen County,IN,157400
TX - San Jacinto County,San Jacinto County,TX,157390
GA - Baldwin County,Baldwin County,GA,157370
AR - Boone County,Boone County,AR,157340
WV - Wood County,Wood County,WV,157290
MN - Mower County,Mower County,MN,157290
FL - Bradford County,Bradford County,FL,157200
ND - Renville County,Renville County,ND,157140
IN - Carroll County,Carroll County,IN,157100
GA - Murray County,Murray County,GA,156980
OK - Pontotoc County,Pontotoc County,OK,156920
ND - Richland County,Richland County,ND,156910
IA - Guthrie County,Guthrie County,IA,156910
MO - Pettis County,Pettis County,MO,156800
KY - Pendleton County,Pendleton County,KY,156790
KY - Washington County,Washington County,KY,156750
NM - Curry County,Curry County,NM,156700
TX - Delta County,Delta County,TX,156650
IA - Clayton County,Clayton County,IA,156530
TN - Chester County,Chester County,TN,156530
MO - Ralls County,Ralls County,MO,156450
OH - Lucas County,Lucas County,OH,156230
VA - Giles County,Giles County,VA,156170
NE - Butler County,Butler County,NE,156160
TN - Marion County,Marion County,TN,156140
GA - Grady County,Grady County,GA,156040
AR - Pope County,Pope County,AR,156040
MT - Glacier County,Glacier County,MT,156030
LA - Iberia Parish,Iberia Parish,LA,155980
NY - Broome County,Broome County,NY,155950
MO - Nodaway County,Nodaway County,MO,155860
OH - Perry County,Perry County,OH,155790
IN - DeKalb County,DeKalb County,IN,155760
MI - Oceana County,Oceana County,MI,155740
IL - Putnam County,Putnam County,IL,155680
TN - Warren County,Warren County,TN,155590
CO - Conejos County,Conejos County,CO,155360
MI - Mecosta County,Mecosta County,MI,155260
SD - Marshall County,Marshall County,SD,155220
KY - Allen County,Allen County,KY,155120
TX - Sutton County,Sutton County,TX,155120
KY - Henderson County,Henderson County,KY,155110
FL - Okeechobee County,Okeechobee County,FL,155100
NE - Holt County,Holt County,NE,155010
NE - Keith County,Keith County,NE,155010
KY - Montgomery County,Montgomery County,KY,155000
IN - Gibson County,Gibson County,IN,154990
NE - Cedar County,Cedar County,NE,154780
MI - Sanilac County,Sanilac County,MI,154670
NE - Cuming County,Cuming County,NE,154660
AL - Pike County,Pike County,AL,154600
LA - Beauregard Parish,Beauregard Parish,LA,154540
WV - Jackson County,Jackson County,WV,154500
AR - Crawford County,Crawford County,AR,154420
AL - Colbert County,Colbert County,AL,154370
MT - Powder River County,Powder River County,MT,154350
IA - Clay County,Clay County,IA,154230
MO - Marion County,Marion County,MO,154220
MS - Warren County,Warren County,MS,154140
FL - Washington County,Washington County,FL,154110
NY - Schuyler County,Schuyler County,NY,154070
WV - Grant County,Grant County,WV,154060
AR - Crittenden County,Crittenden County,AR,154050
WV - Tucker County,Tucker County,WV,153940
VA - Wythe County,Wythe County,VA,153900
GA - Stephens County,Stephens County,GA,153870
IA - Cerro Gordo County,Cerro Gordo County,IA,153530
MO - Benton County,Benton County,MO,153520
OH - Darke County,Darke County,OH,153390
TN - Clay County,Clay County,TN,153320
MO - DeKalb County,DeKalb County,MO,153220
KS - Harvey County,Harvey County,KS,153170
OH - Ashtabula County,Ashtabula County,OH,153160
IA - Chickasaw County,Chickasaw County,IA,152960
NE - Gage County,Gage County,NE,152820
MO - Crawford County,Crawford County,MO,152800
TX - Palo Pinto County,Palo Pinto County,TX,152720
OH - Huron County,Huron County,OH,152700
OH - Wyandot County,Wyandot County,OH,152700
AL - Lawrence County,Lawrence County,AL,152510
NE - Box Butte County,Box Butte County,NE,152470
WV - Doddridge County,Doddridge County,WV,152370
TX - Camp County,Camp County,TX,152360
WV - Pendleton County,Pendleton County,WV,152040
IN - Vigo County,Vigo County,IN,151940
NE - Dawes County,Dawes County,NE,151900
IL - Williamson County,Williamson County,IL,151860
ND - Ransom County,Ransom County,ND,151830
OH - Mahoning County,Mahoning County,OH,151780
TN - Dyer County,Dyer County,TN,151560
MN - Freeborn County,Freeborn County,MN,151550
OK - Cherokee County,Cherokee County,OK,151300
MO - Douglas County,Douglas County,MO,151300
MI - Missaukee County,Missaukee County,MI,151130
IL - Adams County,Adams County,IL,151080
OK - Murray County,Murray County,OK,151080
MD - Allegany County,Allegany County,MD,151060
TN - Cocke County,Cocke County,TN,151060
TX - Polk County,Polk County,TX,151050
NC - Montgomery County,Montgomery County,NC,150990
TX - Milam County,Milam County,TX,150930
TN - Polk County,Polk County,TN,150810
KS - Osage County,Osage County,KS,150790
TN - Jackson County,Jackson County,TN,150680
TX - Leon County,Leon County,TX,150570
FL - Union County,Union County,FL,150530
MS - Hinds County,Hinds County,MS,150530
NC - Caswell County,Caswell County,NC,150500
KS - Linn County,Linn County,KS,150320
NE - Red Willow County,Red Willow County,NE,150280
OH - Defiance County,Defiance County,OH,150190
VA - Sussex County,Sussex County,VA,150180
ME - Aroostook County,Aroostook County,ME,150060
ND - Pierce County,Pierce County,ND,150060
LA - Vermilion Parish,Vermilion Parish,LA,150000
TN - Hardin County,Hardin County,TN,149930
AR - Madison County,Madison County,AR,149920
ME - Somerset County,Somerset County,ME,149820
MT - Wheatland County,Wheatland County,MT,149780
IN - Martin County,Martin County,IN,149770
AK - Northwest Arctic Borough,Northwest Arctic Borough,AK,149760
NM - De Baca County,De Baca County,NM,149720
ND - Dickey County,Dickey County,ND,149620
MO - Adair County,Adair County,MO,149540
KY - Trimble County,Trimble County,KY,149280
IN - Switzerland County,Switzerland County,IN,149190
NY - Genesee County,Genesee County,NY,149140
OK - Mayes County,Mayes County,OK,149130
NY - Cortland County,Cortland County,NY,149030
SD - Haakon County,Haakon County,SD,149020
OH - Marion County,Marion County,OH,148700
MN - Martin County,Martin County,MN,148680
WI - Iron County,Iron County,WI,148660
IA - Clinton County,Clinton County,IA,148360
TN - Claiborne County,Claiborne County,TN,148290
MO - Cedar County,Cedar County,MO,148130
MO - Shannon County,Shannon County,MO,148130
IN - Washington County,Washington County,IN,148040
MO - Bates County,Bates County,MO,148010
PA - Crawford County,Crawford County,PA,147880
WI - Price County,Price County,WI,147840
TX - Burleson County,Burleson County,TX,147670
IN - White County,White County,IN,147580
KY - Taylor County,Taylor County,KY,147530
OK - Delaware County,Delaware County,OK,147520
OK - Garfield County,Garfield County,OK,147520
VA - Hopewell city,Hopewell city,VA,147510
CO - Costilla County,Costilla County,CO,147450
NY - Lewis County,Lewis County,NY,147420
MI - Alcona County,Alcona County,MI,147350
WV - Upshur County,Upshur County,WV,147330
GA - Wayne County,Wayne County,GA,147210
WI - Marinette County,Marinette County,WI,147130
IL - Peoria County,Peoria County,IL,147110
AL - Russell County,Russell County,AL,147060
OK - Lincoln County,Lincoln County,OK,147020
IA - Butler County,Butler County,IA,146970
IN - Tipton County,Tipton County,IN,146900
PA - Blair County,Blair County,PA,146890
AL - Randolph County,Randolph County,AL,146690
LA - Jefferson Davis Parish,Jefferson Davis Parish,LA,146680
NM - Union County,Union County,NM,146570
ND - Sargent County,Sargent County,ND,146530
MI - Keweenaw County,Keweenaw County,MI,146520
TX - Wichita County,Wichita County,TX,146440
SD - Hand County,Hand County,SD,146440
MI - Schoolcraft County,Schoolcraft County,MI,146400
OK - Bryan County,Bryan County,OK,146380
GA - McDuffie County,McDuffie County,GA,146310
WV - Ohio County,Ohio County,WV,146270
GA - Decatur County,Decatur County,GA,146250
PA - Clarion County,Clarion County,PA,146160
TX - Hamilton County,Hamilton County,TX,146140
TX - Lamar County,Lamar County,TX,146140
MI - Wexford County,Wexford County,MI,146050
WV - Pocahontas County,Pocahontas County,WV,145980
WI - Langlade County,Langlade County,WI,145950
OK - Washington County,Washington County,OK,145920
SD - Kingsbury County,Kingsbury County,SD,145850
NC - Hyde County,Hyde County,NC,145810
IA - Harrison County,Harrison County,IA,145750
FL - Suwannee County,Suwannee County,FL,145720
MI - Chippewa County,Chippewa County,MI,145690
IN - Clinton County,Clinton County,IN,145620
IA - Henry County,Henry County,IA,145480
MO - Henry County,Henry County,MO,145440
IA - Buena Vista County,Buena Vista County,IA,145360
TX - Calhoun County,Calhoun County,TX,145300
TX - Crockett County,Crockett County,TX,145060
TX - Howard County,Howard County,TX,145060
TX - San Saba County,San Saba County,TX,144940
NY - Oswego County,Oswego County,NY,144930
KY - Owen County,Owen County,KY,144850
WV - Preston County,Preston County,WV,144760
VA - Charlotte County,Charlotte County,VA,144720
LA - St. Landry Parish,St. Landry Parish,LA,144680
AR - Grant County,Grant County,AR,144680
ID - Clark County,Clark County,ID,144660
TN - Henderson County,Henderson County,TN,144650
OH - Guernsey County,Guernsey County,OH,144590
AL - Clay County,Clay County,AL,144560
WV - Greenbrier County,Greenbrier County,WV,144530
ME - Piscataquis County,Piscataquis County,ME,144520
MI - Saginaw County,Saginaw County,MI,144490
TX - Panola County,Panola County,TX,144470
MO - Monroe County,Monroe County,MO,144390
OH - Highland County,Highland County,OH,144240
FL - Hendry County,Hendry County,FL,144240
IN - Union County,Union County,IN,144240
TX - Robertson County,Robertson County,TX,144230
IA - Clarke County,Clarke County,IA,144210
MI - Delta County,Delta County,MI,144160
TX - Cherokee County,Cherokee County,TX,144110
MN - Marshall County,Marshall County,MN,143980
MS - Marshall County,Marshall County,MS,143960
SD - Lyman County,Lyman County,SD,143860
IN - Rush County,Rush County,IN,143780
NY - Wyoming County,Wyoming County,NY,143640
LA - De Soto Parish,De Soto Parish,LA,143550
GA - Lanier County,Lanier County,GA,143480
LA - Acadia Parish,Acadia Parish,LA,143470
GA - Early County,Early County,GA,143460
MI - Branch County,Branch County,MI,143450
IL - Lee County,Lee County,IL,143440
IN - Lawrence County,Lawrence County,IN,143430
IA - Mitchell County,Mitchell County,IA,143410
TN - Lewis County,Lewis County,TN,143390
TN - Wayne County,Wayne County,TN,143390
NE - Polk County,Polk County,NE,143370
MO - Scott County,Scott County,MO,143330
SC - Newberry County,Newberry County,SC,143330
AR - Stone County,Stone County,AR,143310
IA - Davis County,Davis County,IA,143290
TX - Anderson County,Anderson County,TX,143270
MT - Petroleum County,Petroleum County,MT,143160
KY - Marion County,Marion County,KY,143100
